paper_id	claim_importance	evidence_strength
elife-88294	Important	Convincing
elife-88299	Useful	Solid
elife-88317	Important	Solid
elife-88318	Fundamental	Convincing
elife-88319	Important	Convincing
elife-88321	Important	Compelling
Solid
elife-88322	Fundamental	Compelling
elife-88328	Valuable	Convincing
elife-88334	Useful	Solid
elife-88335	Important	Convincing
elife-88344	Valuable	Solid
elife-88348	Fundamental	Compelling
elife-88359	Fundamental	Convincing
elife-88366	Important	Compelling
elife-88367	Valuable	Compelling
elife-88375	Important	Convincing
elife-88376	Valuable	Solid
elife-88387	Important	Solid
elife-88398	Important	Compelling
elife-88404	Important	Compelling
elife-88406	Valuable	Solid
elife-88412	Important	Convincing
elife-88414	Important	Solid
elife-88420	Important	Solid
elife-88431	Valuable	Solid
elife-88439	Important	Solid
elife-88456	Important	Convincing
elife-88459	Important	Compelling
elife-88463	Valuable	Solid
elife-88466	Useful	Solid
elife-88468	Important	Compelling
elife-88480	Valuable	Incomplete
elife-88483	Valuable	Solid
elife-88508	Important	Convincing
elife-88510	Valuable	Solid
elife-88514	Valuable	Solid
elife-88521	Valuable	Convincing
elife-88523	Valuable	Solid
elife-88525	Valuable	Convincing
elife-88538	Valuable	Solid
elife-88540	Valuable	Convincing
elife-88551	Important	Compelling
elife-88559	Important	Convincing
elife-88564	Valuable	Convincing
elife-88565	Useful	Solid
elife-88567	Valuable	Convincing
elife-88573	Valuable	Convincing
elife-88579	Important	Compelling
elife-88584	Fundamental	Compelling
elife-88588	Fundamental	Compelling
elife-88591	Useful	Solid
elife-88598	Valuable	Convincing
elife-88604	Valuable	Solid
elife-88608	Important	Convincing
elife-88614	Valuable	Convincing
elife-88616	Useful	Solid
elife-88619	Important	Compelling
elife-88623	Important	Convincing
elife-88637	Fundamental	Compelling
elife-88638	Important	Convincing
elife-88648	Valuable	Solid
elife-88652	Valuable	Solid
elife-88656	Important	Convincing
elife-88657	Important	Convincing
elife-88658	Important	Solid
elife-88659	Useful	Solid
elife-88670	Valuable	Compelling
elife-88671	Important	Solid
elife-88673	Important	Compelling
elife-88675	Useful	Solid
elife-88686	Valuable	Solid
elife-88732	Important	Convincing
elife-88733	Valuable	Solid
elife-88737	Fundamental	Compelling
elife-88742	Important	Solid
elife-88744	Valuable	Convincing
elife-88745	Important	Compelling
elife-88750	Important	Compelling
elife-88762	Important	Convincing
elife-88768	Valuable	Convincing
elife-88772	Useful	Incomplete
elife-88775	Important	Solid
elife-88777	Valuable	Solid
elife-88782	Valuable	Convincing
elife-88793	Important	Convincing
elife-88794	Important	Convincing
elife-88795	Valuable	Convincing
elife-88799	Important	Compelling
elife-88805	Valuable	Convincing
elife-88808	Fundamental	Solid
elife-88810	Valuable	Solid
elife-88813	Valuable	Incomplete
elife-88819	Fundamental	Convincing
elife-88822	Fundamental	Solid
elife-88824	Valuable	Solid
elife-88826	Valuable	Solid
elife-88830	Valuable	Convincing
elife-88833	Valuable	Incomplete
elife-88836	Useful	Solid
elife-88838	Important	Solid
elife-88849	Important	Convincing
elife-88855	Valuable	Solid
elife-88863	Important	Compelling
elife-88865	Important	Compelling
elife-88866	Important	Incomplete
elife-88874	Valuable	Convincing
elife-88879	Valuable	Solid
elife-88889	Important	Convincing
elife-88895	Important	Convincing
elife-88900	Important	Convincing
elife-88905	Valuable	Compelling
elife-88916	Valuable	Convincing
elife-88919	Important	Solid
elife-88929	Valuable	Solid
elife-88936	Valuable	Solid
elife-88939	Important	Convincing
elife-88942	Important	Compelling
elife-88953	Valuable	Solid
elife-88955	Valuable	Solid
elife-88958	Useful	Solid
elife-88960	Fundamental	Compelling
elife-88971	Valuable	Convincing
elife-88981	Important	Convincing
elife-88982	Fundamental	Compelling
elife-88984	Important	Compelling
elife-88985	Valuable	Convincing
elife-88991	Landmark	Compelling
elife-89002	Important	Convincing
elife-89004	Fundamental	Solid
elife-89015	Important	Solid
elife-89017	Valuable	Convincing
elife-89023	Important	Convincing
elife-89025	Useful	Solid
elife-89032	Valuable	Solid
elife-89035	Important	Convincing
elife-89040	Valuable	Solid
elife-89045	Valuable	Solid
elife-89050	Valuable	Solid
elife-89054	Important	Compelling
elife-89066	Important	Convincing
elife-89076	Valuable	Convincing
elife-89080	Valuable	Convincing
elife-89082	Important	Convincing
elife-89083	Important	Solid
elife-89093	Valuable	Compelling
elife-89096	Important	Convincing
elife-89098	Important	Solid
elife-89100	Valuable	Convincing
elife-89102	Important	Incomplete
elife-89106	Landmark	Convincing
Incomplete
elife-89125	Valuable	Solid
elife-89129	Valuable	Compelling
elife-89131	Important	Compelling
elife-89136	Valuable	Convincing
elife-89141	Important	Compelling
elife-89167	Important	Convincing
elife-89170	Valuable	Solid
elife-89173	Valuable	Compelling
elife-89176	Valuable	Convincing
elife-89210	Important	Compelling
elife-89212	Fundamental	Compelling
elife-89214	Useful	Solid
elife-89221	Useful	Solid
elife-89225	Important	Convincing
elife-89231	Important	Convincing
elife-89232	Useful	Solid
elife-89261	Useful	Solid
elife-89262	Important	Convincing
elife-89267	Important	Solid
elife-89270	Important	Convincing
elife-89277	Valuable	Compelling
elife-89280	Important	Convincing
elife-89281	Valuable	Incomplete
Solid
elife-89284	Important	Compelling
Convincing
elife-89287	Fundamental	Convincing
elife-89292	Valuable	Solid
elife-89298	Valuable	Solid
elife-89303	Valuable	Incomplete
elife-89306	Important	Convincing
elife-89311	Valuable	Convincing
elife-89315	Important	Convincing
elife-89316	Valuable	Convincing
elife-89317	Valuable	Solid
elife-89319	Useful	Convincing
elife-89321	Fundamental	Convincing
elife-89330	Important	Convincing
Solid
elife-89331	Fundamental	Compelling
elife-89335	Important	Incomplete
elife-89337	Important	Convincing
elife-89338	Important	Compelling
elife-89353	Important	Solid
elife-89354	Valuable	Solid
elife-89356	Valuable	Convincing
elife-89361	Important	Convincing
elife-89366	Important	Solid
elife-89367	Important	Convincing
elife-89368	Valuable	Convincing
elife-89371	Important	Compelling
elife-89373	Useful	Convincing
elife-89376	Useful	Solid
elife-89377	Important	Solid
elife-89381	Important	Solid
elife-89382	Valuable	Solid
elife-89386	Important	Compelling
elife-89392	Important	Compelling
elife-89395	Important	Solid
elife-89421	Important	Convincing
elife-89423	Important	Convincing
elife-89424	Important	Convincing
elife-89425	Valuable	Incomplete
elife-89444	Valuable	Convincing
elife-89453	Important	Compelling
elife-89459	Important	Solid
elife-89465	Important	Solid
elife-89467	Important	Compelling
elife-89470	Important	Solid
elife-89478	Important	Convincing
elife-89482	Important	Convincing
elife-89483	Valuable	Convincing
elife-89485	Useful	Solid
elife-89486	Valuable	Solid
elife-89489	Valuable	Convincing
elife-89493	Important	Solid
elife-89494	Fundamental	Convincing
Solid
elife-89499	Fundamental	Convincing
elife-89506	Useful	Solid
elife-89507	Valuable	Incomplete
elife-89512	Useful	Solid
elife-89516	Important	Convincing
elife-89519	Valuable	Solid
elife-89520	Fundamental	Exceptional
elife-89532	Valuable	Solid
elife-89543	Important	Incomplete
elife-89548	Useful	Incomplete
elife-89570	Important	Convincing
elife-89572	Important	Convincing
elife-89582	Valuable	Solid
elife-89594	Important	Convincing
elife-89596	Valuable	Compelling
elife-89601	Valuable	Solid
elife-89606	Important	Solid
elife-89611	Important	Convincing
elife-89613	Important	Convincing
Incomplete
elife-89616	Fundamental	Compelling
elife-89635	Important	Convincing
elife-89638	Valuable	Compelling
elife-89644	Valuable	Solid
elife-89650	Valuable	Convincing
elife-89656	Important	Convincing
Incomplete
elife-89674	Important	Solid
elife-89682	Valuable	Compelling
elife-89687	Important	Compelling
elife-89690	Important	Convincing
elife-89694	Important	Compelling
Solid
elife-89701	Valuable	Convincing
elife-89705	Important	Convincing
elife-89712	Valuable	Convincing
Solid
elife-89719	Important	Convincing
elife-89724	Important	Compelling
elife-89743	Important	Convincing
elife-89749	Important	Exceptional
elife-89750	Important	Solid
elife-89754	Useful	Solid
elife-89755	Important	Solid
elife-89762	Valuable	Solid
elife-89763	Valuable	Solid
elife-89767	Valuable	Convincing
elife-89776	Important	Convincing
elife-89780	Fundamental	Exceptional
elife-89781	Useful	Solid
elife-89782	Valuable	NULL
elife-89792	Valuable	Convincing
elife-89794	NULL	Incomplete
elife-89795	Valuable	Convincing
elife-89812	Important	Convincing
elife-89813	Valuable	Convincing
elife-89815	Valuable	Solid
elife-89826	Important	Compelling
elife-89830	Important	Compelling
elife-89835	Valuable	Solid
elife-89836	Valuable	Convincing
elife-89837	Important	Convincing
elife-89851	Valuable	Incomplete
elife-89854	Important	Convincing
elife-89855	Fundamental	Compelling
elife-89862	Important	Compelling
elife-89867	Important	Convincing
elife-89871	Important	Solid
elife-89873	Important	Convincing
elife-89874	Important	Convincing
elife-89889	Fundamental	Convincing
elife-89891	Valuable	Convincing
elife-89892	Valuable	Convincing
elife-89903	Important	Convincing
elife-89911	Important	Compelling
elife-89912	Fundamental	Convincing
elife-89918	Valuable	Solid
elife-89926	Valuable	Solid
elife-89936	Important	Compelling
elife-89938	Valuable	Solid
elife-89941	Valuable	Solid
elife-89947	Valuable	Incomplete
Solid
elife-89948	Important	Convincing
elife-89950	Valuable	Convincing
elife-89958	Important	Solid
elife-89962	Important	Convincing
elife-89967	Valuable	Convincing
elife-89968	Important	Compelling
elife-89974	Important	Convincing
elife-89981	Valuable	Convincing
elife-89986	Fundamental	Convincing
elife-89992	Important	Convincing
elife-89993	Important	Convincing
elife-89996	Important	Convincing
elife-89999	Important	Solid
elife-90024	Important	Convincing
elife-90025	Valuable	Compelling
elife-90027	Valuable	Compelling
elife-90029	Important	Convincing
elife-90046	Valuable	Solid
elife-90050	Important	Convincing
elife-90051	Important	Convincing
elife-90061	Valuable	Convincing
elife-90069	Important	Convincing
elife-90070	Valuable	Solid
elife-90073	Valuable	Compelling
Solid
elife-90080	Important	Compelling
elife-90082	Valuable	Solid
elife-90095	Valuable	Solid
elife-90100	Important	Incomplete
Solid
elife-90107	Fundamental	Convincing
elife-90132	Important	Convincing
elife-90133	Important	Compelling
elife-90135	Important	Convincing
elife-90136	Important	Compelling
elife-90139	Valuable	Solid
elife-90148	Important	Convincing
elife-90156	Important	Convincing
elife-90158	Valuable	Solid
elife-90164	Valuable	Convincing
elife-90170	Useful	Solid
elife-90173	Valuable	Convincing
elife-90174	Important	Convincing
elife-90182	Important	Solid
elife-90184	Valuable	Solid
elife-90191	Useful	Solid
elife-90192	Fundamental	Compelling
elife-90199	Valuable	Convincing
elife-90203	Important	Convincing
elife-90211	Important	Solid
elife-90214	Useful	Solid
elife-90217	Important	Convincing
elife-90221	Important	Convincing
elife-90230	Important	Solid
elife-90253	Important	Solid
elife-90254	Important	Convincing
elife-90259	Fundamental	Convincing
elife-90261	Valuable	Solid
elife-90269	Important	Convincing
elife-90274	Important	Compelling
elife-90278	Important	Convincing
elife-90293	Valuable	Solid
elife-90296	Valuable	Solid
elife-90309	Important	Solid
elife-90313	Important	Solid
elife-90316	Important	Convincing
elife-90318	Valuable	Solid
elife-90325	Useful	Solid
elife-90327	Useful	Solid
elife-90333	Valuable	Compelling
elife-90347	Valuable	Solid
elife-90352	Important	Solid
elife-90363	Important	Solid
elife-90375	Valuable	Convincing
elife-90387	Important	Convincing
elife-90390	Important	Compelling
elife-90400	Important	Convincing
elife-90414	Important	Convincing
elife-90419	Fundamental	Solid
elife-90422	Important	Compelling
elife-90425	Important	Convincing
elife-90437	Valuable	Solid
elife-90440	Valuable	Solid
elife-90445	Important	Convincing
elife-90454	Valuable	Convincing
elife-90456	Important	Compelling
elife-90465	Valuable	Solid
elife-90466	Important	Compelling
elife-90486	Important	Compelling
elife-90497	Fundamental	Compelling
elife-90502	Valuable	Solid
elife-90505	Important	Convincing
elife-90509	Important	Compelling
elife-90510	Valuable	Compelling
elife-90511	Valuable	Solid
elife-90522	Valuable	Solid
elife-90523	Valuable	Convincing
elife-90529	Valuable	Solid
elife-90532	Important	Solid
elife-90541	Important	Solid
elife-90551	Fundamental	Compelling
elife-90559	Important	Convincing
elife-90565	Important	Compelling
elife-90574	Important	Convincing
elife-90575	Important	Solid
elife-90579	Important	Solid
elife-90583	Valuable	Incomplete
elife-90596	Important	Solid
elife-90597	Important	Convincing
elife-90600	Valuable	Solid
elife-90603	Valuable	Compelling
elife-90604	Important	Compelling
elife-90606	Important	Convincing
elife-90607	Valuable	Incomplete
elife-90624	Fundamental	Compelling
elife-90632	Important	Convincing
elife-90634	Valuable	Compelling
elife-90636	Useful	Solid
elife-90638	Valuable	Incomplete
elife-90648	Fundamental	Compelling
elife-90656	Important	Convincing
elife-90668	Valuable	Solid
elife-90674	Fundamental	Compelling
elife-90676	Important	Compelling
elife-90679	Fundamental	Convincing
elife-90683	Important	Convincing
elife-90690	Useful	Convincing
elife-90692	Useful	Solid
elife-90695	Important	Convincing
elife-90696	Valuable	Solid
elife-90713	Valuable	Solid
elife-90724	Useful	Incomplete
elife-90735	Important	Convincing
elife-90749	Fundamental	Compelling
elife-90750	Important	Compelling
elife-90755	Valuable	Compelling
elife-90762	Useful	Inadequate
elife-90766	Important	Convincing
elife-90773	Valuable	Convincing
elife-90775	Important	Convincing
elife-90782	Valuable	Solid
elife-90793	Fundamental	Convincing
elife-90795	Important	Convincing
elife-90796	Important	Convincing
elife-90798	Valuable	Convincing
elife-90799	Important	Compelling
elife-90818	Important	Convincing
elife-90820	Valuable	Convincing
elife-90826	Important	Convincing
Solid
elife-90832	Valuable	Solid
elife-90841	Important	Compelling
elife-90846	Valuable	Convincing
elife-90848	Valuable	Incomplete
elife-90851	Important	Compelling
Solid
elife-90854	Important	Solid
elife-90859	Fundamental	Convincing
elife-90874	Important	Convincing
elife-90875	Important	Solid
elife-90887	Important	Solid
elife-90888	Important	Compelling
elife-90893	Important	Solid
elife-90905	Useful	Solid
elife-90908	Fundamental	Compelling
elife-90911	Valuable	Solid
elife-90930	Useful	Solid
elife-90944	Important	Convincing
elife-90948	Useful	Solid
elife-90949	Important	Compelling
elife-90959	Important	Convincing
elife-90960	Fundamental	Convincing
elife-90964	Valuable	Solid
elife-90972	Important	Solid
elife-90976	Important	Convincing
elife-90989	Important	Compelling
elife-90992	Important	Incomplete
elife-90993	Important	Solid
elife-90996	Valuable	Convincing
elife-90997	Important	Solid
elife-91002	Important	Convincing
elife-91007	Valuable	Solid
elife-91010	Important	Compelling
elife-91011	Important	Convincing
elife-91012	Important	Compelling
elife-91019	Valuable	Solid
elife-91030	Valuable	Solid
elife-91033	Important	Solid
elife-91034	Important	Convincing
elife-91037	Important	Solid
elife-91040	Landmark	Exceptional
elife-91044	Important	Convincing
elife-91046	Useful	Incomplete
Solid
elife-91060	Valuable	Solid
elife-91072	Important	Solid
elife-91083	Valuable	Incomplete
elife-91087	Important	Convincing
elife-91094	Important	Solid
elife-91097	Fundamental	Compelling
elife-91101	Fundamental	Compelling
elife-91102	Valuable	Convincing
elife-91114	Important	Convincing
elife-91120	Important	Convincing
elife-91125	Valuable	Solid
elife-91135	Important	Convincing
elife-91136	Important	Convincing
elife-91141	Valuable	Incomplete
elife-91150	Important	Convincing
elife-91153	Important	Compelling
elife-91155	Fundamental	Compelling
elife-91157	Valuable	Compelling
elife-91168	Important	Compelling
elife-91181	Valuable	Solid
elife-91185	Important	Compelling
elife-91193	Important	Compelling
elife-91194	Important	Compelling
elife-91204	Fundamental	Convincing
elife-91218	Important	Convincing
elife-91221	Important	Compelling
elife-91223	Important	Convincing
elife-91236	Important	Convincing
elife-91243	Fundamental	Compelling
elife-91260	Valuable	Compelling
elife-91263	Fundamental	Convincing
elife-91288	Important	Convincing
elife-91289	Useful	Incomplete
elife-91304	Valuable	Solid
elife-91306	Important	Convincing
elife-91313	Valuable	Solid
elife-91316	Valuable	Solid
elife-91320	Important	Convincing
elife-91323	Important	Convincing
elife-91327	Important	Convincing
elife-91329	Useful	Solid
elife-91345	Valuable	Convincing
elife-91357	Fundamental	Compelling
elife-91359	Valuable	Compelling
elife-91360	Valuable	Solid
elife-91367	Important	Convincing
elife-91387	Important	Compelling
elife-91392	Valuable	Compelling
elife-91397	Valuable	Solid
elife-91398	Important	Compelling
elife-91400	Valuable	Solid
elife-91405	Useful	Solid
elife-91406	Important	Convincing
elife-91407	Valuable	Solid
elife-91411	Valuable	Convincing
elife-91415	Important	Convincing
elife-91420	Valuable	Solid
elife-91421	Important	Convincing
elife-91422	Valuable	Convincing
elife-91425	Important	Compelling
elife-91429	Important	Convincing
elife-91431	Valuable	Solid
elife-91432	Important	Convincing
elife-91433	Fundamental	Compelling
elife-91434	Valuable	Convincing
elife-91438	Fundamental	Convincing
elife-91452	Important	Convincing
elife-91458	Fundamental	Convincing
elife-91461	Important	Convincing
elife-91465	Important	Convincing
elife-91469	Important	Convincing
elife-91472	Important	Compelling
elife-91475	Valuable	Convincing
elife-91482	Valuable	Convincing
elife-91483	Fundamental	Convincing
elife-91506	Important	Compelling
elife-91507	Fundamental	Compelling
elife-91512	Important	Convincing
elife-91522	Valuable	Convincing
elife-91523	Fundamental	Compelling
elife-91528	Useful	Solid
elife-91532	Important	Solid
elife-91540	Valuable	Solid
elife-91554	Valuable	Solid
elife-91568	Important	Convincing
elife-91572	Important	Compelling
elife-91576	Useful	Incomplete
elife-91579	Important	Convincing
elife-91582	Valuable	Solid
elife-91596	Valuable	Convincing
elife-91597	Important	Convincing
elife-91598	Useful	Incomplete
Solid
elife-91599	Valuable	Compelling
elife-91601	Important	Solid
elife-91602	Important	Convincing
elife-91605	Important	Convincing
elife-91609	Important	Convincing
elife-91611	Useful	Incomplete
elife-91619	Important	Convincing
elife-91634	Valuable	Solid
elife-91636	Important	Solid
elife-91642	Valuable	Compelling
elife-91645	Fundamental
Important	Compelling
elife-91648	Valuable	Incomplete
elife-91650	Valuable	Convincing
elife-91655	Valuable	Solid
elife-91663	Important	Convincing
elife-91666	Important	Convincing
elife-91678	Important	Solid
elife-91680	Valuable	Convincing
elife-91684	Valuable	Incomplete
elife-91685	Valuable	Convincing
elife-91705	Valuable	Solid
elife-91708	Fundamental	Compelling
elife-91711	Important	Convincing
elife-91716	Valuable	Solid
elife-91722	Useful	Solid
elife-91729	Fundamental	Compelling
elife-91745	Important	Convincing
elife-91757	Important	Convincing
elife-91765	Important	Compelling
elife-91766	Valuable	Solid
elife-91771	Valuable	Solid
elife-91774	Useful	Solid
elife-91775	Valuable	Convincing
elife-91777	Important	Convincing
elife-91779	Valuable	Solid
elife-91783	Important	Convincing
elife-91798	Important	Convincing
elife-91809	Important	Solid
elife-91825	Important	Solid
elife-91826	Valuable	Convincing
elife-91828	Useful	Incomplete
elife-91849	Fundamental	Compelling
elife-91853	Valuable	Solid
elife-91861	Important	Convincing
elife-91864	Fundamental	Exceptional
elife-91871	Fundamental	Convincing
elife-91876	Valuable	Compelling
elife-91883	Important	Solid
elife-91890	Useful	Incomplete
elife-91903	Useful	Solid
elife-91911	Valuable	Convincing
elife-91915	Valuable	Convincing
elife-91924	Valuable	Solid
elife-91927	Important	Compelling
elife-91928	Valuable	Convincing
elife-91930	Useful	Solid
elife-91941	Valuable	Incomplete
elife-91949	Fundamental	Compelling
elife-91953	Valuable	Solid
elife-91970	Valuable	Solid
elife-91973	Important	Convincing
elife-91976	Valuable	Solid
elife-91979	Important	Convincing
elife-91980	Valuable	Solid
elife-91985	Fundamental	Compelling
elife-91988	Important	Compelling
elife-91994	Important	Solid
elife-91999	Fundamental	Compelling
elife-92004	Important	Compelling
elife-92025	Important	Convincing
elife-92033	Important	Solid
elife-92046	Important	Convincing
elife-92063	Important	Solid
elife-92068	Important	Convincing
elife-92069	Useful	Incomplete
elife-92074	Fundamental	Compelling
elife-92075	Valuable	Incomplete
elife-92078	Important	Compelling
elife-92079	Valuable	Convincing
elife-92080	Valuable	Convincing
elife-92083	Fundamental	Compelling
elife-92085	Fundamental	Exceptional
elife-92088	Important	Compelling
elife-92091	Valuable	Solid
elife-92092	Important	Convincing
elife-92093	Useful	Incomplete
elife-92095	Valuable	Convincing
elife-92110	Important	Convincing
elife-92119	Valuable	Compelling
Convincing
elife-92135	Important	Solid
elife-92136	Important	Convincing
elife-92168	Important	Compelling
elife-92169	Important	Incomplete
elife-92173	Important	Solid
elife-92175	Important	Solid
elife-92178	Valuable	Incomplete
elife-92180	Important	Compelling
elife-92184	Useful	Solid
elife-92189	Fundamental	Convincing
elife-92195	Important	Convincing
elife-92200	Important	Solid
elife-92201	Valuable	Convincing
elife-92203	Valuable	Compelling
elife-92219	Fundamental	Compelling
elife-92236	Fundamental	Compelling
elife-92243	Important	Convincing
elife-92252	Valuable	Solid
elife-92254	Important	Convincing
elife-92262	Valuable	Compelling
elife-92263	Valuable	Solid
elife-92275	Valuable	Solid
elife-92307	Valuable	Convincing
elife-92311	Valuable	Convincing
elife-92324	Important	Convincing
elife-92342	Important	Solid
elife-92344	Valuable	Compelling
elife-92345	Valuable	Solid
elife-92350	Important	Compelling
elife-92362	Valuable	Convincing
elife-92379	Important	Convincing
elife-92380	Important	Compelling
elife-92393	Important	Solid
elife-92404	Important	Solid
elife-92405	Useful	Solid
elife-92406	Important	Solid
elife-92411	Important	Compelling
elife-92418	Useful	Solid
elife-92419	Valuable	Convincing
elife-92420	Important	Solid
elife-92424	Valuable	Convincing
elife-92426	Valuable	Convincing
elife-92438	Important	Compelling
elife-92457	Useful	Incomplete
elife-92462	Important	Solid
elife-92464	Valuable	Solid
elife-92469	Valuable	Solid
elife-92491	Important	Compelling
elife-92493	Important	Convincing
elife-92495	Important	Convincing
elife-92498	Important	Convincing
elife-92499	Important	Solid
elife-92510	Useful	Solid
elife-92511	Important	Convincing
elife-92519	Fundamental	Convincing
elife-92525	Valuable	Incomplete
elife-92534	Important	Solid
elife-92536	Fundamental	Convincing
elife-92537	Important	Compelling
elife-92539	Important	Convincing
elife-92543	Important	Compelling
elife-92545	Valuable	Convincing
Incomplete
elife-92552	Important	Compelling
elife-92559	Important	Convincing
elife-92562	Useful	Incomplete
elife-92563	Fundamental	Compelling
elife-92574	Valuable	Solid
elife-92595	Important	Compelling
elife-92599	Useful	Incomplete
elife-92606	Fundamental	Compelling
elife-92614	Important	Convincing
elife-92615	Important	Compelling
elife-92618	Important	Convincing
elife-92620	Important	Convincing
elife-92621	Valuable	Convincing
elife-92635	Important	Solid
elife-92643	Important	Convincing
elife-92644	Important	Convincing
elife-92645	Valuable	Solid
elife-92672	Valuable	Convincing
elife-92673	Useful	Solid
elife-92674	Fundamental	Solid
elife-92678	Valuable	Convincing
elife-92679	Valuable	Convincing
elife-92683	Important	Solid
elife-92706	Valuable	Convincing
elife-92707	Important	Convincing
elife-92712	Valuable	Convincing
elife-92731	Important	Convincing
elife-92732	Useful	Incomplete
elife-92737	Valuable	Incomplete
elife-92741	Important	Convincing
elife-92746	Important	Compelling
elife-92748	Important	Compelling
elife-92755	Important	Convincing
elife-92757	Fundamental	Compelling
Convincing
elife-92764	Important	Compelling
elife-92769	Useful	Solid
elife-92774	Important	Compelling
elife-92775	Important	Solid
elife-92794	Important	Compelling
elife-92806	Valuable	Solid
elife-92819	Useful	Solid
elife-92820	Fundamental	Compelling
elife-92821	Valuable	Solid
elife-92822	Important	Convincing
elife-92826	Valuable	Convincing
elife-92827	Fundamental	Convincing
elife-92829	Valuable	Compelling
elife-92839	Valuable	Compelling
elife-92841	Useful	Incomplete
Solid
elife-92844	Fundamental	Compelling
elife-92854	Important	Compelling
elife-92860	Important	Convincing
elife-92861	Important	Compelling
elife-92863	Important	Compelling
elife-92870	Valuable	Solid
elife-92873	Important	Convincing
elife-92879	Important	Convincing
elife-92885	Useful	Convincing
elife-92889	Fundamental	Compelling
elife-92892	Valuable	Solid
elife-92895	Fundamental	Convincing
elife-92906	Valuable	Solid
elife-92909	Valuable	Convincing
elife-92914	Important	Convincing
elife-92915	Important	Solid
elife-92916	Important	Convincing
elife-92925	Valuable	Convincing
elife-92938	Important	Convincing
elife-92940	Important	Convincing
elife-92941	Important	Convincing
elife-92948	Valuable	Incomplete
elife-92956	Useful	Incomplete
Solid
elife-92962	Useful	Solid
elife-92979	Important	Compelling
elife-92982	Valuable	Solid
elife-92990	Important	Compelling
elife-92992	Important	Solid
elife-92993	Useful	Solid
elife-92994	Valuable	Convincing
elife-93002	Important	Compelling
elife-93004	Important	Convincing
elife-93013	Valuable	Convincing
elife-93033	Useful	Incomplete
Solid
elife-93052	Important	Compelling
elife-93060	Important	Convincing
elife-93062	Important	Convincing
elife-93063	Valuable	Convincing
elife-93076	Important	Convincing
elife-93077	Valuable	Compelling
elife-93079	Important	Compelling
elife-93087	Important	Convincing
elife-93094	Important	Convincing
elife-93099	Important	Incomplete
Solid
elife-93113	Useful	Solid
elife-93115	Important	Convincing
elife-93117	Important	Convincing
elife-93125	Valuable	Convincing
Incomplete
elife-93131	Valuable	Incomplete
Solid
elife-93147	Important	Incomplete
elife-93151	Valuable	Convincing
elife-93158	Valuable	Solid
elife-93168	Valuable	Solid
elife-93170	Important	Convincing
elife-93171	Important	Solid
elife-93172	Important	Convincing
elife-93174	Valuable	Convincing
elife-93178	Important	Compelling
elife-93180	Important	Compelling
Convincing
elife-93181	Important	Convincing
elife-93183	Important	Compelling
elife-93191	Valuable	Solid
elife-93194	Fundamental	Compelling
elife-93200	Valuable	Convincing
elife-93204	Important	Solid
elife-93208	Valuable	Convincing
elife-93212	Useful	Convincing
elife-93213	Important	Convincing
elife-93220	Important	Compelling
elife-93223	Important	Compelling
elife-93232	Valuable	Compelling
Solid
elife-93241	Valuable	Inadequate
elife-93242	Valuable	Convincing
elife-93243	Valuable	Solid
elife-93246	Important	Convincing
elife-93255	Important	Compelling
elife-93256	Important	Convincing
elife-93260	Useful	Incomplete
elife-93267	Valuable	Solid
elife-93272	Fundamental	Compelling
elife-93273	Important	Solid
elife-93283	Useful	Incomplete
elife-93284	Valuable	Convincing
elife-93312	Useful	Solid
elife-93316	Important	Solid
elife-93325	Useful	Solid
elife-93327	Important	Compelling
elife-93333	Useful	Compelling
elife-93338	Valuable	Incomplete
elife-93357	Important	Convincing
elife-93369	Valuable	Solid
elife-93373	Important	Convincing
elife-93405	Valuable	Incomplete
elife-93413	Valuable	Solid
elife-93423	Useful	Convincing
elife-93428	Useful	Convincing
elife-93429	Important	Solid
elife-93450	Important	Compelling
Solid
elife-93454	Valuable	Convincing
elife-93464	Valuable	Convincing
elife-93481	Important	Convincing
elife-93493	Important	Convincing
elife-93496	Useful	Incomplete
elife-93498	Important	Convincing
elife-93509	Valuable	Convincing
elife-93510	Important	Convincing
Incomplete
elife-93518	Important	Convincing
elife-93520	Important	Convincing
elife-93522	Important	Compelling
elife-93534	Important	Convincing
elife-93561	Important	Convincing
elife-93562	Important	Convincing
elife-93589	Useful	Incomplete
elife-93604	Valuable	Solid
elife-93621	Valuable	Solid
elife-93629	Fundamental	Convincing
elife-93633	Important	Convincing
elife-93636	Important	Convincing
elife-93646	Fundamental	Compelling
elife-93656	Fundamental	Compelling
elife-93662	Useful	Solid
elife-93666	Valuable	Solid
elife-93673	Valuable	Compelling
elife-93686	Valuable	Convincing
elife-93689	Important	Convincing
elife-93694	Important	Compelling
elife-93695	Valuable	Convincing
elife-93698	Fundamental	Compelling
elife-93721	Important	Solid
elife-93740	Important	Solid
elife-93749	Fundamental	Compelling
elife-93754	Fundamental	Convincing
elife-93755	Important	Convincing
elife-93758	Valuable	Solid
elife-93759	Important	Convincing
elife-93760	Useful	Incomplete
elife-93764	Valuable	Convincing
elife-93766	Important	Compelling
elife-93770	Fundamental	Convincing
elife-93778	Important	Solid
elife-93781	Valuable	Convincing
elife-93789	Important	Convincing
elife-93792	Important	Solid
elife-93795	Important	Compelling
elife-93796	Important	Compelling
elife-93804	Important	Convincing
elife-93830	Valuable	Solid
elife-93855	Valuable	Convincing
elife-93871	Useful	Solid
elife-93877	Fundamental	Compelling
